quote,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,scope,is_quoted_forecaster,conditional_on,reasoning,current_state,page_id,date,publisher,source_text_type,predicted_norm,realized,basis,hit,scorable,unscorable_reason,horizon_used,horizon_basis,ip_growth_6m,ip_growth_12m,ip_accel,ip_gap,cpi_yoy,cpi_accel,unrate,unrate_d6,stock_ret6,stock_ret12,stock_vol6,stock_drawdown,epu,hindsight_in_recession,has_ip_growth_6m,has_ip_growth_12m,has_ip_accel,has_ip_gap,has_cpi_yoy,has_cpi_accel,has_unrate,has_unrate_d6,has_stock_ret6,has_stock_ret12,has_stock_vol6,has_stock_drawdown,has_epu
it is predicted In some the stock will sink below par.,markets,worsen,down,na,vague,hedged,journalist,na,national,False,na,na,na,/service/ndnp/dlc/batch_dlc_liberia_ver02/data/sn83030214/0017504226A/1904020701/0111.xml,1904-02-07,new-york tribune (new york [n.y.]) 1866-1924,full_page,worsen,worsen,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,104.7025,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"The United States will not be put out of business because of the disagreement between Russia and Japan, or on account of the results of such a disagreement as affecting other nations.",general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,na,bad,/service/ndnp/dlc/batch_dlc_liberia_ver02/data/sn83030214/00175042258/1904010401/0085.xml,1904-01-04,new-york tribune (new york [n.y.]) 1866-1924,full_page,improve,worsen,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,105.3877,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Trade of United States Shown Many ... there are numerous encouraging symp toms. To a large degree the outbreak of hostilities in the Orient ... was offset very hirgely by the stimulus it will give to many industries, i.otably strre tu.ai steel.",general_business,improve,na,na,vague,hedged,expert,na,national,False,na,stimulus from hostilities will boost industries,mixed,/service/ndnp/iune/batch_iune_guttenberg_ver01/data/sn92053934/0020219851A/1904021301/0311.xml,1904-02-13,"rock island argus (rock island, ill.) 1893-1920",full_page,improve,worsen,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,104.7025,1,0,0,0,0,0,0,0,0,0,0,0,0,1
money will not be so tight within six weeks.,general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,na,bad,/service/ndnp/mnhi/batch_mnhi_jevne_ver02/data/sn90059049/0020653848A/1904012601/0287.xml,1904-01-26,"the daily pioneer (bemidji, beltrami co., minn.) 1903-1904",full_page,improve,worsen,NBER,0.0,True,,6.0,inferred_short,,,,,,,,,,,,,105.3877,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Wall street says that the iron and steel trade looks better,markets,improve,na,na,vague,hedged,layperson,Wall street,national,True,na,perceived improvement,na,/service/ndnp/mnhi/batch_mnhi_lexus_ver01/data/sn90059180/00212472116/1904020501/0049.xml,1904-02-05,"the virginia enterprise (virginia, st. louis county, minn.) 1893-19??",full_page,improve,worsen,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,104.7025,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Japanese early victories encourage hopes of a short war as well as a check to Russian encroachments, which latter are certainly adverse to the progress of civilization. In view of general sympathy with the cause of Japan both at home and abroad Japanese victories are likely to have a stimulating effect upon the stock markets, while Russian success might, on the contrary, exert depressing influences.",markets,improve,up,na,vague,hedged,expert,Clews,national,True,Japanese victories,stimulating effect on stock markets,mixed,/service/ndnp/gu/batch_gu_holmes_ver01/data/sn89053684/00414182434/1904021501/0629.xml,1904-02-15,"the savannah morning news (savannah, ga.) 1900-current",full_page,improve,worsen,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,104.7025,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"The great bulk of these commitments are of a first‑class character, but they are turning floating capital into fixed capital at a rate that if carried much farther will necessitate a halt.",markets,worsen,down,na,vague,hedged,expert,Clews,national,True,if commitments carried much farther,floating capital turning into fixed capital,mixed,/service/ndnp/gu/batch_gu_holmes_ver01/data/sn89053684/00414182434/1904021501/0629.xml,1904-02-15,"the savannah morning news (savannah, ga.) 1900-current",full_page,worsen,worsen,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,104.7025,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"There is even a rumof '-tliatUHe""heakhfoods will have a endenty t6 strengthen the market.",markets,improve,na,na,vague,hedged,journalist,na,national,False,na,na,na,/service/ndnp/ndhi/batch_ndhi_cardassian_ver01/data/sn85042224/00383346186/1904030501/0617.xml,1904-03-05,"the fargo forum and daily republican (fargo, n.d.) 1894-1957",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,104.3808,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"The money market continues easy. Funds are returning freely from the Interior, bank reserves are high, speculative demands are light and ordinary business requirements strictly moderate. The prospects are for easy money until the new movement begins, except of course the usual stringency Incidental to April 1.",general_business,improve,up,na,vague,assertive,expert,Henry Clews Co.,national,True,na,high bank reserves and light speculative demand,good,/service/ndnp/au/batch_au_davis_ver01/data/sn85038485/0034058353A/1904032101/0869.xml,1904-03-21,"the birmingham age-herald (birmingham, ala.) 1902-1950",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,104.3808,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Very soon the country will be passing through tlie excitement incidental to a presidential campaign. Fortunately, there are fewer disturbing issues than usual, and there is likely to be less post ponement of enterprise than is com mon in presidential years.",markets,improve,na,na,vague,hedged,expert,Henry Clews,national,True,presidential year,fewer issues reduce postponement,mixed,/service/ndnp/iahi/batch_iahi_isbell_ver01/data/sn86061215/00415668727/1904043001/0421.xml,1904-04-30,"ottumwa tri-weekly courier (ottumwa, iowa) 1903-1916",full_page,improve,worsen,NBER,0.0,True,,6.0,inferred_short,,,,,,,,,,,,,79.26329,1,0,0,0,0,0,0,0,0,0,0,0,0,1
the tendency on the whole will continue downward.,general_business,worsen,na,na,vague,assertive,journalist,na,national,False,na,na,mixed,/service/ndnp/au/batch_au_davis_ver01/data/sn85038485/00340583541/1904050501/0060.xml,1904-05-05,"the birmingham age-herald (birmingham, ala.) 1902-1950",full_page,worsen,improve,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,97.04478,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"And my judgment, is that American sentiment will not permit the United States at any time in the future to fall behind in naval power any nation that it has passed.",general_business,improve,na,na,vague,assertive,official,Patterson,national,True,na,na,na,/service/ndnp/az/batch_az_deserttortoise_ver01/data/sn94051342/00202192853/1904031901/0113.xml,1904-03-19,"holbrook argus (holbrook, ariz.) 1900-1913",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,104.3808,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Bradstreets state of trade will gay tomorrow Distributive trade continues quiet at moat markets and April trade the country over has not equalled a year ago.,general_business,improve,na,na,vague,assertive,expert,Bradstreets,national,True,na,na,bad,/service/ndnp/me/batch_me_ashdale_ver01/data/sn82014248/00513682220/1904043001/0540.xml,1904-04-30,"daily kennebec journal (augusta, me.) 1870-1975 [microfilm reel]",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,79.26329,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Indications point to extraordinary activity during May If seasonable weather prevails.,general_business,improve,na,na,6,hedged,expert,na,national,False,seasonable weather,weather,mixed,/service/ndnp/me/batch_me_ashdale_ver01/data/sn82014248/00513682220/1904043001/0540.xml,1904-04-30,"daily kennebec journal (augusta, me.) 1870-1975 [microfilm reel]",full_page,improve,worsen,NBER,0.0,True,,6.0,stated,,,,,,,,,,,,,79.26329,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Now no one imagines that there will be any result of the national election except the triumphant victory of Roosevelt but the business man is cautious enough to enter the campaign season in good shape.,general_business,improve,na,na,vague,hedged,expert,Sears McHenry,national,True,na,cautious enough,mixed,/service/ndnp/iahi/batch_iahi_gallup_ver01/data/sn84038095/00415622934/1904062201/0276.xml,1904-06-22,"the denison review (denison, iowa) 1867-current",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,103.1479,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Secretary Shaw has predicted a balance to the good for 1903-04 of $14,000,000.",general_business,improve,na,na,12,assertive,expert,Secretary Shaw,national,True,na,na,good,/service/ndnp/dlc/batch_dlc_liberia_ver02/data/sn83030214/00175042295/1904040201/0025.xml,1904-04-02,new-york tribune (new york [n.y.]) 1866-1924,full_page,improve,improve,NBER,1.0,True,,12.0,stated,,,,,,,,,,,,,79.26329,1,0,0,0,0,0,0,0,0,0,0,0,0,1
the present surplus should easily be more than doubled by July 1.,general_business,improve,na,na,6,assertive,journalist,na,national,False,na,na,good,/service/ndnp/dlc/batch_dlc_liberia_ver02/data/sn83030214/00175042295/1904040201/0025.xml,1904-04-02,new-york tribune (new york [n.y.]) 1866-1924,full_page,improve,worsen,NBER,0.0,True,,6.0,stated,,,,,,,,,,,,,79.26329,1,0,0,0,0,0,0,0,0,0,0,0,0,1
business conditions are certain to be better after election than they are now.,general_business,improve,na,na,vague,assertive,expert,James J. Hill,national,True,after election,na,bad,/service/ndnp/mnhi/batch_mnhi_jevne_ver02/data/sn86063381/00206538491/1904061601/0423.xml,1904-06-16,"the bemidji daily pioneer (bemidji, minn.) 1904-1971",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,103.1479,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Current trade conditions are without change, and collections continue slow as a rule, but there is a growing confidence In the future, the dealers Inclining to the belief that winter business on a large scale is to be had.",general_business,improve,na,na,vague,assertive,expert,G. Dun Co,national,True,na,growing confidence,bad,/service/ndnp/au/batch_au_davis_ver01/data/sn85038485/00340583541/1904061101/0449.xml,1904-06-11,"the birmingham age-herald (birmingham, ala.) 1902-1950",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,103.1479,1,0,0,0,0,0,0,0,0,0,0,0,0,1
general trade in the direction of improvement.,general_business,improve,na,na,vague,assertive,expert,Bradstreet,national,True,na,na,na,/service/ndnp/au/batch_au_davis_ver01/data/sn85038485/00340583541/1904061101/0449.xml,1904-06-11,"the birmingham age-herald (birmingham, ala.) 1902-1950",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,103.1479,1,0,0,0,0,0,0,0,0,0,0,0,0,1
present unsatisfactory results will be temporary,general_business,improve,na,na,vague,assertive,expert,ITG Dun Co.,national,True,na,unsatisfactory results will be temporary,bad,/service/ndnp/njr/batch_njr_allspice_ver02/data/sn85035720/00279550535/1904061102/0918.xml,1904-06-11,"perth amboy evening news (perth amboy, n.j.) 1903-1959",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,103.1479,1,0,0,0,0,0,0,0,0,0,0,0,0,1
There is growing ... inclination to prepare for fall and winter on a larger scale,general_business,improve,na,na,vague,hedged,expert,ITG Dun Co.,national,True,na,growing inclination to prepare for fall and winter,mixed,/service/ndnp/njr/batch_njr_allspice_ver02/data/sn85035720/00279550535/1904061102/0918.xml,1904-06-11,"perth amboy evening news (perth amboy, n.j.) 1903-1959",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,103.1479,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Crop prospects Improved, nnd the gon ers 1 level of prices for farm products promises a large return to agriculturists, which means better business for all Industries.",general_business,improve,up,na,vague,assertive,expert,R. G. Dun Co.,national,True,na,improved crop prospects,mixed,/service/ndnp/njr/batch_njr_allspice_ver02/data/sn85035720/00279550547/1904071602/0126.xml,1904-07-16,"perth amboy evening news (perth amboy, n.j.) 1903-1959",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,140.6941,1,0,0,0,0,0,0,0,0,0,0,0,0,1
the outlook^uch' brighter? than would be the case if monthly returns were expanding.,general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,monthly returns expanding,bad,/service/ndnp/mnhi/batch_mnhi_quamba_ver01/data/sn90059523/00206537838/1904070401/0103.xml,1904-07-04,"the saint paul globe (st. paul, minn.) 1896-1905",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,140.6941,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Encouraging factors predominate. Little definite increase is seen in the distribution of merchandise, but developments of the past week promise better things in the near future.",general_business,improve,na,na,vague,assertive,expert,R. (I. Dun Co.'s Weekly Review of Trade,national,True,na,brighter crop prospect,mixed,/service/ndnp/pst/batch_pst_dubois_ver01/data/sn83032040/00296026037/1904072801/0406.xml,1904-07-28,"cameron county press (emporium, cameron county, pa.) 1866-1922",full_page,improve,improve,NBER,1.0,True,,6.0,inferred_short,,,,,,,,,,,,,140.6941,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"the decline in quotations has ceased, and consumers are making inquiries which promise to result in considerable business.",general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,consumer inquiries,mixed,/service/ndnp/pst/batch_pst_dubois_ver01/data/sn83032040/00296026037/1904072801/0406.xml,1904-07-28,"cameron county press (emporium, cameron county, pa.) 1866-1922",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,140.6941,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"the fiscal movement has collapsed, and that next week will witness the revival of faith in free trade when Cobden’s birthplace is visited with reverence by political pilgrims",markets,improve,na,na,0,assertive,journalist,na,national,False,na,revival of free‑trade sentiment,bad,/service/ndnp/dlc/batch_dlc_norway_ver02/data/sn83030214/00175042301/1904052901/0584.xml,1904-05-29,new-york tribune (new york [n.y.]) 1866-1924,full_page,improve,worsen,NBER,0.0,True,,6.0,inferred_short,,,,,,,,,,,,,97.04478,1,0,0,0,0,0,0,0,0,0,0,0,0,1
All the talkers and the makers of noises are sure that market values are going to go down to nothing.,markets,worsen,down,na,vague,assertive,journalist,na,national,False,na,na,bad,/service/ndnp/dlc/batch_dlc_norway_ver02/data/sn83030214/00175042301/1904052901/0584.xml,1904-05-29,new-york tribune (new york [n.y.]) 1866-1924,full_page,worsen,improve,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,97.04478,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Wall Street Will Not, However, Be Curried Away by Sentimental Speculation.",markets,improve,na,na,vague,assertive,journalist,na,national,False,na,na,mixed,/service/ndnp/oru/batch_oru_reed_ver02/data/sn85042400/00271740128/1904072801/1237.xml,1904-07-28,"the morning astorian (astoria, oregon) 1899-1930",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,140.6941,1,0,0,0,0,0,0,0,0,0,0,0,0,1
BUSINESS OUTLOOK IS GOOD,general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,na,mixed,/service/ndnp/oru/batch_oru_reed_ver02/data/sn85042400/00271740128/1904072801/1237.xml,1904-07-28,"the morning astorian (astoria, oregon) 1899-1930",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,140.6941,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"The country needs a slow and substantial recovery, and this Is all It is likely to get.",general_business,improve,na,na,vague,hedged,journalist,na,national,False,na,na,bad,/service/ndnp/oru/batch_oru_reed_ver02/data/sn85042400/00271740128/1904072801/1237.xml,1904-07-28,"the morning astorian (astoria, oregon) 1899-1930",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,140.6941,1,0,0,0,0,0,0,0,0,0,0,0,0,1
it seems altogether likely that the next year at least will be marked by a quite general business depression.,general_business,worsen,na,up,vague,hedged,journalist,na,national,False,na,past extravagance of administrations,bad,/service/ndnp/ndhi/batch_ndhi_krypton_ver01/data/sn88076086/00199918400/1904081901/1622.xml,1904-08-19,"the bottineau courant (bottineau, bottineau county, n.d.) 1895-1929",full_page,worsen,improve,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,86.00218,1,0,0,0,0,0,0,0,0,0,0,0,0,1
banks hail with delight the prospects of a demand for that account as it will release large accumulations of capital now hopelessly idle.,general_business,improve,na,na,vague,assertive,expert,associated banks of New York,national,False,na,expected demand for account releases idle capital,mixed,/service/ndnp/au/batch_au_davis_ver01/data/sn85038485/00340583541/1904081401/1113.xml,1904-08-14,"the birmingham age-herald (birmingham, ala.) 1902-1950",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,86.00218,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The flow of funds the other way will soon begin.,general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,inward money movement anticipated,mixed,/service/ndnp/au/batch_au_davis_ver01/data/sn85038485/00340583541/1904081401/1113.xml,1904-08-14,"the birmingham age-herald (birmingham, ala.) 1902-1950",full_page,improve,improve,NBER,1.0,True,,6.0,inferred_short,,,,,,,,,,,,,86.00218,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"With the deficit shown in July, will make a total deficit of more than $2'j,()'n.f(( for the first two months of the current fiscal year.",general_business,worsen,na,na,vague,assertive,journalist,na,national,False,na,na,bad,/service/ndnp/iune/batch_iune_guttenberg_ver01/data/sn92053934/00202198533/1904091901/0368.xml,1904-09-19,"rock island argus (rock island, ill.) 1893-1920",full_page,worsen,improve,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,94.46331,0,0,0,0,0,0,0,0,0,0,0,0,0,1
On any such ratio of progression ns that our national expenditures would double even their present figure inside of five years.,general_business,worsen,na,na,vague,assertive,journalist,na,national,False,na,na,mixed,/service/ndnp/iune/batch_iune_guttenberg_ver01/data/sn92053934/00202198533/1904091901/0368.xml,1904-09-19,"rock island argus (rock island, ill.) 1893-1920",full_page,worsen,improve,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,94.46331,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"With the crops almost beyond danger, prices of securities at the highest point since May, 1903, and Idle machinery resuming at many factories and mills that have been closed for months, the business outlook grows steadily brighter.",general_business,improve,up,na,vague,assertive,journalist,na,national,False,na,"crops beyond danger, machinery resuming",mixed,/service/ndnp/nbu/batch_nbu_europeanstarling_ver01/data/sn84020107/00542866317/1904100801/0461.xml,1904-10-08,"the beatrice daily express (beatrice, neb.) 1884-1924",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,94.5176,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Current market reports predict that the confirmation of damage done to wheat from rust will mean little, if any, wheat for export this",other,worsen,na,na,vague,assertive,journalist,na,national,False,na,rust damage reduces wheat,bad,/service/ndnp/ndhi/batch_ndhi_hydrogen_ver01/data/sn85000631/00199918254/1904082701/0871.xml,1904-08-27,"the washburn leader (washburn, mclean county, n.d.) 1890-1986",full_page,worsen,improve,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,86.00218,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"There will be better buildings and happier homes throughout the country, and contentment and prosperity will be at every fireside.",general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,bountiful crop leads to prosperity,good,/service/ndnp/ndhi/batch_ndhi_hydrogen_ver01/data/sn85000631/00199918254/1904082701/0871.xml,1904-08-27,"the washburn leader (washburn, mclean county, n.d.) 1890-1986",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,86.00218,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Crops are the key to the situation, and as the country has been favored with another week of good crop weather the outlook for the harvest continues exceedingly satisfactory.",general_business,improve,na,na,vague,assertive,expert,Clews,national,True,na,good crop weather,good,/service/ndnp/gu/batch_gu_inspector_ver01/data/sn89053684/00414182458/1904082901/0807.xml,1904-08-29,"the savannah morning news (savannah, ga.) 1900-current",full_page,improve,improve,NBER,1.0,True,,6.0,inferred_short,,,,,,,,,,,,,86.00218,1,0,0,0,0,0,0,0,0,0,0,0,0,1
People will now buy heavier clothinn- nnil more clothlnir nnil the White House is getting its share of the trade.,general_business,improve,na,na,vague,assertive,official,na,national,False,na,demand for heavier clothing rises,mixed,/service/ndnp/txdn/batch_txdn_jaguar_ver01/data/sn86071101/00200296965/1904101401/0733.xml,1904-10-14,"the beaumont enterprise (beaumont, tex.) 1904-current",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,94.5176,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Business conditions everywhere improving,general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,na,mixed,/service/ndnp/oru/batch_oru_framebones_ver01/data/sn99063957/00280760456/1904090801/1095.xml,1904-09-08,"daily capital journal (salem, oregon) 1903-1919",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,94.46331,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Even tho tariff, tho principal subject of controversy, is not likely to undergo any serious change for some time to come.",other,no_change,na,na,vague,assertive,journalist,na,national,False,na,na,na,/service/ndnp/oru/batch_oru_framebones_ver01/data/sn99063957/00280760456/1904090801/1095.xml,1904-09-08,"daily capital journal (salem, oregon) 1903-1919",full_page,flat,improve,NBER,0.0,True,,24.0,inferred_long,,,,,,,,,,,,,94.46331,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The latter will probably increase in force and cause a steady diminution of surplus revenues,other,worsen,na,na,vague,hedged,journalist,na,national,False,na,increase in force reduces surplus,na,/service/ndnp/oru/batch_oru_framebones_ver01/data/sn99063957/00280760456/1904090801/1095.xml,1904-09-08,"daily capital journal (salem, oregon) 1903-1919",full_page,worsen,improve,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,94.46331,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"I think the depression in business in Presidential campaigns is to be explained largely on psychological grounds. When the people of the country get an idea into their heads that business is bad, or that it is going to be bad, that condition usually appears.",general_business,worsen,na,na,vague,hedged,expert,William Barrett Ridgely,national,True,people think business will be bad,psychological effect,bad,/service/ndnp/dlc/batch_dlc_xray_ver02/data/sn84026749/0010049226A/1904071901/0284.xml,1904-07-19,the washington times (washington [d.c.]) 1902-1939,full_page,worsen,improve,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,140.6941,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"The menace, so called, of the Presidential election year to business in general, it seems to me, is greatly exaggerated. The condition of the country at the base is sound, and our prosperity is not likely to be upset in any such way.",general_business,improve,na,na,vague,assertive,expert,R. C. Ogden,national,True,na,base condition sound,good,/service/ndnp/dlc/batch_dlc_xray_ver02/data/sn84026749/0010049226A/1904071901/0284.xml,1904-07-19,the washington times (washington [d.c.]) 1902-1939,full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,140.6941,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Business is slow in a Presidential year. It always has been so, and probably always will be to the end of time.",general_business,worsen,na,na,vague,assertive,expert,Clarence Whitman,national,True,na,historical pattern,mixed,/service/ndnp/dlc/batch_dlc_xray_ver02/data/sn84026749/0010049226A/1904071901/0284.xml,1904-07-19,the washington times (washington [d.c.]) 1902-1939,full_page,worsen,improve,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,140.6941,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The commercial outlook for the year is good. I see no reason why the presence of a Presidential year should seriously affect us.,general_business,improve,na,na,12,assertive,expert,Daniel Guggenheim,national,True,na,no reason to affect,good,/service/ndnp/dlc/batch_dlc_xray_ver02/data/sn84026749/0010049226A/1904071901/0284.xml,1904-07-19,the washington times (washington [d.c.]) 1902-1939,full_page,improve,improve,NBER,1.0,True,,12.0,stated,,,,,,,,,,,,,140.6941,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"In a Presidential year business naturally reflects the unrest of the political atmosphere. There is a chance of great changes being made of far‑reaching influence. The majority of investors who in boom times buy, as the saying is, with their eyes shut become cautious.",general_business,worsen,na,na,vague,hedged,expert,J. Edward Simmons,national,True,presidential year unrest,investor caution,mixed,/service/ndnp/dlc/batch_dlc_xray_ver02/data/sn84026749/0010049226A/1904071901/0284.xml,1904-07-19,the washington times (washington [d.c.]) 1902-1939,full_page,worsen,improve,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,140.6941,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The years 1904 and 1905 should have no logical reason for a business depression for the farmer will have bountiful crops and that is largely the basis of our national prosperity.,general_business,improve,na,na,24,assertive,expert,Henry B. Hebert,national,True,bountiful crops,agricultural abundance,good,/service/ndnp/dlc/batch_dlc_xray_ver02/data/sn84026749/0010049226A/1904071901/0284.xml,1904-07-19,the washington times (washington [d.c.]) 1902-1939,full_page,improve,improve,NBER,1.0,True,,24.0,stated,,,,,,,,,,,,,140.6941,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"The Presidential year, by foreshadowing radical changes in the attitude of the Government, must threaten and more or less disturb business conditions. It is an unfortunate and unnecessary condition.",general_business,worsen,na,na,vague,assertive,expert,Thomas F. Ryan,national,True,radical government changes,policy uncertainty,mixed,/service/ndnp/dlc/batch_dlc_xray_ver02/data/sn84026749/0010049226A/1904071901/0284.xml,1904-07-19,the washington times (washington [d.c.]) 1902-1939,full_page,worsen,improve,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,140.6941,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"The call will still leave some seventy-five millions of the public money on deposit, and will bo met without the least financial disturbance.",general_business,improve,na,na,vague,assertive,official,Secretary Shaw,national,False,na,na,bad,/service/ndnp/uuml/batch_uuml_merckx_ver01/data/sn83045396/print/1904112001/0579.xml,1904-11-20,"the salt lake tribune (salt lake city, utah) 1890-current",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,87.17545,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"business conditions are favorable and optimistic sentiments are evidenced by extensive preparations for active trade. As annual reports appear it is found that the closing months of 1904 made a much better exhibit than the first half, which starts the new year with smaller stocks of goods in the hands of dealers, assuring liberal contracts in the near future for replenishing supplies.",general_business,improve,na,na,vague,assertive,expert,G. Dun,national,True,na,preparations for active trade,good,/service/ndnp/iahi/batch_iahi_frawley_ver01/data/sn88059319/00415622879/1905011301/0929.xml,1905-01-13,"twice-a-week plain dealer (cresco, howard county, iowa) 1895-1913",full_page,improve,improve,NBER,1.0,True,,6.0,inferred_short,,,,,,,,,,,,,104.1329,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bradstreet's says: ""Seasonable quiet rules distribution at present. Consideration of past favorable results and preparations for what is confidently hoped to be a prosperous year's trade engorges wholesalers and jobbers.""",general_business,improve,na,na,vague,assertive,expert,Bradstreet,national,True,na,past favorable results and preparations,good,/service/ndnp/iahi/batch_iahi_frawley_ver01/data/sn88059319/00415622879/1905011301/0929.xml,1905-01-13,"twice-a-week plain dealer (cresco, howard county, iowa) 1895-1913",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,104.1329,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"the coming three and six months' business will compare with a reduced volume a year ago, leads to the belief that comparisons from now on will favor the present year.",general_business,improve,na,na,vague,hedged,journalist,na,national,False,na,reduced volume last year,mixed,/service/ndnp/iahi/batch_iahi_frawley_ver01/data/sn88059319/00415622879/1905011301/0929.xml,1905-01-13,"twice-a-week plain dealer (cresco, howard county, iowa) 1895-1913",full_page,improve,improve,NBER,1.0,True,,6.0,inferred_short,,,,,,,,,,,,,104.1329,0,0,0,0,0,0,0,0,0,0,0,0,0,1
