quote,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,scope,is_quoted_forecaster,conditional_on,page_id,date,publisher,source_text_type,predicted_norm,realized,basis,hit,scorable,unscorable_reason,horizon_used,horizon_basis,ip_growth_6m,ip_growth_12m,ip_accel,ip_gap,cpi_yoy,cpi_accel,unrate,unrate_d6,stock_ret6,stock_ret12,stock_vol6,stock_drawdown,epu,hindsight_in_recession,has_ip_growth_6m,has_ip_growth_12m,has_ip_accel,has_ip_gap,has_cpi_yoy,has_cpi_accel,has_unrate,has_unrate_d6,has_stock_ret6,has_stock_ret12,has_stock_vol6,has_stock_drawdown,has_epu
"even if there is a slight business pickup this spring, as now sems likely, there is nothing in the cards to indicate that the upturn will be more than temporary.",general_business,worsen,na,na,vague,hedged,official,Marriner S. Eccles,national,True,na,/service/ndnp/ct/batch_ct_grasso_ver02/data/sn82014085/00393347387/1938032401/0363.xml,1938-03-24,"the waterbury democrat (waterbury, conn.) 1917-1946",full_page,worsen,improve,INDPRO,0.0,True,,6.0,inferred_short,-28.478715477249246,-26.08647050786829,-2.392244969380954,-15.07912724574397,0.7092198581560258,-4.847150892638794,,,-28.393135725429016,-38.66916087653661,6.296298657035036,-39.092356687898096,170.2431,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"Anticipate Rise In
Living Prices In *46",prices,worsen,up,na,12,assertive,journalist,na,national,False,na,/service/ndnp/ct/batch_ct_kendall_ver01/data/sn82014085/00393346826/1945092101/0247.xml,1945-09-21,"the waterbury democrat (waterbury, conn.) 1917-1946",full_page,up,up,CPI,1.0,True,,12.0,stated,-9.70382179221715,-10.731624839979713,1.0278030477625624,-5.075024929636452,2.2598870056497296,1.1108995112042108,,,13.320586360739327,22.56997104646354,2.5203392882976736,0.0,175.7764,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"He expects the coming year will have a continued rise In prices as was witnessed after the first world war when prices rose more In the one and a half years between Nov. 11, 1618, and 1830, than during the two full years.",prices,worsen,up,na,12,hedged,expert,Elliott S. Boardman,national,True,na,/service/ndnp/ct/batch_ct_kendall_ver01/data/sn82014085/00393346826/1945092101/0247.xml,1945-09-21,"the waterbury democrat (waterbury, conn.) 1917-1946",full_page,up,up,CPI,1.0,True,,12.0,stated,-9.70382179221715,-10.731624839979713,1.0278030477625624,-5.075024929636452,2.2598870056497296,1.1108995112042108,,,13.320586360739327,22.56997104646354,2.5203392882976736,0.0,175.7764,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"The nation generally faces an optimistic outlook in reconversion, Snyder said, and Labor and Management together with the Government share the responsibility to see that the outlook is fulfilled.",general_business,improve,na,na,vague,assertive,official,John W. Snyder,national,True,na,/service/ndnp/ct/batch_ct_kendall_ver01/data/sn82014085/00393346826/1945100101/0361.xml,1945-10-01,"the waterbury democrat (waterbury, conn.) 1917-1946",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-18.812239170001412,-21.02731315347107,2.215073983469658,-15.049921182552842,2.2598870056497296,1.1108995112042108,,,15.50368243664961,25.566562627222154,2.4829181927560673,0.0,180.6166,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Predict Full Reconversit End Of 46,general_business,improve,na,na,12,assertive,journalist,na,national,False,na,/service/ndnp/ct/batch_ct_kendall_ver01/data/sn82014085/00393346826/1945100901/0461.xml,1945-10-09,"the waterbury democrat (waterbury, conn.) 1917-1946",full_page,improve,improve,INDPRO,1.0,True,,12.0,stated,-18.812239170001412,-21.02731315347107,2.215073983469658,-15.049921182552842,2.2598870056497296,1.1108995112042108,,,15.50368243664961,25.566562627222154,2.4829181927560673,0.0,180.6166,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"Krug’s final report forecast that the dedlr industrial production national income will be jmu._ ed early in’1946 with the gross national output level ling off at a rate $155,000,000,000 a year,",general_business,no_change,na,na,6,assertive,official,J. A. Krug,national,True,na,/service/ndnp/ct/batch_ct_kendall_ver01/data/sn82014085/00393346826/1945100901/0461.xml,1945-10-09,"the waterbury democrat (waterbury, conn.) 1917-1946",full_page,flat,flat,INDPRO,1.0,True,,6.0,stated,-18.812239170001412,-21.02731315347107,2.215073983469658,-15.049921182552842,2.2598870056497296,1.1108995112042108,,,15.50368243664961,25.566562627222154,2.4829181927560673,0.0,180.6166,1,1,1,1,1,1,1,0,0,1,1,1,1,1
The butter will Increase olvllian supplies greatly during the next few months during the normal short season in production.,other,improve,na,na,6,assertive,official,na,national,True,na,/service/ndnp/ct/batch_ct_kendall_ver01/data/sn82014085/00393346826/1945100901/0461.xml,1945-10-09,"the waterbury democrat (waterbury, conn.) 1917-1946",full_page,improve,flat,INDPRO,0.0,True,,6.0,stated,-18.812239170001412,-21.02731315347107,2.215073983469658,-15.049921182552842,2.2598870056497296,1.1108995112042108,,,15.50368243664961,25.566562627222154,2.4829181927560673,0.0,180.6166,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Th j business outlook and the npllft in public morals presented to him a most pleasing prospect fbere ^aa nothing to cause uneasiness or alarm for the immediate future.,general_business,improve,na,na,vague,assertive,official,Theodore Roosevelt,national,True,na,/service/ndnp/ak/batch_ak_caribou_ver01/data/sn82014189/00279526156/1908022701/0471.xml,1908-02-27,"the daily alaskan (skagway, alaska) 1904-1924",full_page,improve,worsen,NBER,0.0,True,,6.0,inferred_short,,,,,,,,,,,,,90.20289,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"The turn for the better, no ticed two weeks ago, has become slight ly more |K>sitive; and the tendency is certainly towards improvement; the iron tra^o and the cotton goods industry leading in this respect.",general_business,improve,na,na,vague,assertive,expert,Henry Clews,national,True,na,/service/ndnp/ak/batch_ak_caribou_ver01/data/sn82014189/00279526168/1908060801/0222.xml,1908-06-08,"the daily alaskan (skagway, alaska) 1904-1924",full_page,improve,improve,NBER,1.0,True,,6.0,inferred_short,,,,,,,,,,,,,84.26547,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"It would be unreasonable, however, to expect too much; and real recuperation will no doubt be a matter of slow growth.",general_business,improve,na,na,vague,assertive,expert,Henry Clews,national,True,na,/service/ndnp/ak/batch_ak_caribou_ver01/data/sn82014189/00279526168/1908060801/0222.xml,1908-06-08,"the daily alaskan (skagway, alaska) 1904-1924",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,84.26547,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Our country lias safely weathered the little storm that made you cling to your money, and the best men in the land—the men who are doing the work are certain that good times are headed this way and coming with a rush.",general_business,improve,na,na,vague,assertive,journalist,na,national,True,na,/service/ndnp/me/batch_me_burdin_ver03/data/sn82014248/0051368244A/1908010201/0024.xml,1908-01-02,"daily kennebec journal (augusta, me.) 1870-1975 [microfilm reel]",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,86.69262,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"when business revives, when hundreds of millions of dollars must rlow out of bank reserves into hand to hand circulations, and when commercial borrowing increases with reviving trade, we shall have to pull this money out of the securities market again, a process which will not i.elp along the business revival.",markets,worsen,na,na,vague,assertive,expert,Benjamin M. Anderson,national,True,when business revives,/service/ndnp/ct/batch_ct_inxs_ver01/data/sn82014519/00414183542/1930061901/0984.xml,1930-06-19,"new britain herald (new britain, conn.) 1890-1976",full_page,worsen,worsen,STOCK,1.0,True,,12.0,default,-11.578906219459748,-11.26788189450009,-0.3110243249596589,-3.4287349544262233,0.5917159763313694,-4.059924068816927,,,-1.6383495145631,-23.163216937904878,6.304644598943872,-32.89637091210156,118.7107,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"Outside of a further decline in wheat prices, most foodstuffs and raw materials showed a firm tone, leading to the belief that the recent downward movement in prices has been arrested.",prices,improve,stable,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/ct/batch_ct_inxs_ver01/data/sn82014519/00414183566/1930090801/0111.xml,1930-09-08,"new britain herald (new britain, conn.) 1890-1976",full_page,flat,down,CPI,0.0,True,,12.0,default,-11.19698316652806,-22.03409033687497,10.837107170346911,-11.630670104484258,-4.04624277456647,-1.8017104418077983,,,-19.137466307277627,-37.905340140747896,4.822586306308464,-37.905340140747896,82.43136,1,1,1,1,1,1,1,0,0,1,1,1,1,1
The sharpest Impact o the disaster may not be felt until mid mlnter.,general_business,worsen,na,na,6,hedged,official,Arthur M. Hyde,national,True,na,/service/ndnp/ct/batch_ct_inxs_ver01/data/sn82014519/00414183566/1930090801/0111.xml,1930-09-08,"new britain herald (new britain, conn.) 1890-1976",full_page,worsen,worsen,INDPRO,1.0,True,,6.0,stated,-11.19698316652806,-22.03409033687497,10.837107170346911,-11.630670104484258,-4.04624277456647,-1.8017104418077983,,,-19.137466307277627,-37.905340140747896,4.822586306308464,-37.905340140747896,82.43136,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Possibilities of a business revival of jfiore than seasonal proportions this fall was seen lst week in reports from nearly every section of the country,general_business,improve,na,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/ct/batch_ct_inxs_ver01/data/sn82014519/00414183566/1930091501/0243.xml,1930-09-15,"new britain herald (new britain, conn.) 1890-1976",full_page,improve,worsen,INDPRO,0.0,True,,6.0,inferred_short,-11.19698316652806,-22.03409033687497,10.837107170346911,-11.630670104484258,-4.04624277456647,-1.8017104418077983,,,-19.137466307277627,-37.905340140747896,4.822586306308464,-37.905340140747896,82.43136,1,1,1,1,1,1,1,0,0,1,1,1,1,1
It may be a hard winter in many respects.,general_business,worsen,na,na,6,hedged,journalist,na,national,False,na,/service/ndnp/ct/batch_ct_inxs_ver01/data/sn82014519/00414183566/1930102101/0919.xml,1930-10-21,"new britain herald (new britain, conn.) 1890-1976",full_page,worsen,worsen,INDPRO,1.0,True,,6.0,stated,-12.790580513292937,-22.944752505468788,10.15417199217585,-13.371317674582345,-4.624277456647403,-1.2580754845290683,,,-30.385288966725042,-31.818181818181817,5.007775239912242,-45.14971712432731,77.48701,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"'.collections for the year would amount to about $380,000,000. as against $587,000,000 in 1929-30.",other,worsen,na,na,12,hedged,expert,na,national,True,if things continue as they are going,/service/ndnp/ct/batch_ct_inxs_ver01/data/sn82014519/00414183566/1930102101/0919.xml,1930-10-21,"new britain herald (new britain, conn.) 1890-1976",full_page,worsen,worsen,INDPRO,1.0,True,,12.0,stated,-12.790580513292937,-22.944752505468788,10.15417199217585,-13.371317674582345,-4.624277456647403,-1.2580754845290683,,,-30.385288966725042,-31.818181818181817,5.007775239912242,-45.14971712432731,77.48701,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"The outlook for the future Is not strikingly beautiful, realty men declare.",general_business,worsen,na,na,vague,hedged,expert,na,national,True,na,/service/ndnp/ct/batch_ct_inxs_ver01/data/sn82014519/00414183566/1930102101/0919.xml,1930-10-21,"new britain herald (new britain, conn.) 1890-1976",full_page,worsen,worsen,INDPRO,1.0,True,,12.0,default,-12.790580513292937,-22.944752505468788,10.15417199217585,-13.371317674582345,-4.624277456647403,-1.2580754845290683,,,-30.385288966725042,-31.818181818181817,5.007775239912242,-45.14971712432731,77.48701,1,1,1,1,1,1,1,0,0,1,1,1,1,1
More are to be built next spring; the weight of governmental encouragement is in the process.,general_business,improve,na,na,6,assertive,journalist,na,national,False,na,/service/ndnp/ct/batch_ct_inxs_ver01/data/sn82014519/00414183566/1930102101/0919.xml,1930-10-21,"new britain herald (new britain, conn.) 1890-1976",full_page,improve,worsen,INDPRO,0.0,True,,6.0,stated,-12.790580513292937,-22.944752505468788,10.15417199217585,-13.371317674582345,-4.624277456647403,-1.2580754845290683,,,-30.385288966725042,-31.818181818181817,5.007775239912242,-45.14971712432731,77.48701,1,1,1,1,1,1,1,0,0,1,1,1,1,1
there would be re-jl bard times if the democrats got into oflice and started tinkering with the tariff.,general_business,worsen,na,na,vague,assertive,expert,William M. Butler,national,True,democrats get in office and tinker with tariff,/service/ndnp/ct/batch_ct_inxs_ver01/data/sn82014519/00414183566/1930102801/1054.xml,1930-10-28,"new britain herald (new britain, conn.) 1890-1976",full_page,worsen,worsen,INDPRO,1.0,True,,12.0,default,-12.790580513292937,-22.944752505468788,10.15417199217585,-13.371317674582345,-4.624277456647403,-1.2580754845290683,,,-30.385288966725042,-31.818181818181817,5.007775239912242,-45.14971712432731,77.48701,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"Morrow, warmly commending President Hoover, holds that the courage and fortitude of the people will constitute the major contribution to the return of prosperity.",general_business,improve,na,na,vague,assertive,expert,Dwight W. Morrow,national,True,na,/service/ndnp/ct/batch_ct_inxs_ver01/data/sn82014519/00414183566/1930102801/1054.xml,1930-10-28,"new britain herald (new britain, conn.) 1890-1976",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default,-12.790580513292937,-22.944752505468788,10.15417199217585,-13.371317674582345,-4.624277456647403,-1.2580754845290683,,,-30.385288966725042,-31.818181818181817,5.007775239912242,-45.14971712432731,77.48701,1,1,1,1,1,1,1,0,0,1,1,1,1,1
the suggestion naturally arises that Wall street may now be discounting a revival in general trade.,general_business,improve,na,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/gu/batch_gu_fornax_ver01/data/sn82014546/00393344106/1908061101/0430.xml,1908-06-11,"the jeffersonian (atlanta, ga.) 1907-1917",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,84.26547,1,0,0,0,0,0,0,0,0,0,0,0,0,1
There are several things that justify Wall street in seeing a return of prosperity.,general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/gu/batch_gu_fornax_ver01/data/sn82014546/00393344106/1908061101/0430.xml,1908-06-11,"the jeffersonian (atlanta, ga.) 1907-1917",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,84.26547,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Abundant harvests would increase the buying power of a vast number of people,general_business,improve,na,na,vague,hedged,journalist,na,national,False,abundant harvests,/service/ndnp/gu/batch_gu_fornax_ver01/data/sn82014546/00393344106/1908061101/0430.xml,1908-06-11,"the jeffersonian (atlanta, ga.) 1907-1917",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,84.26547,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Corporation profits, which reached the all-time high of $17,000,000,000 in 1947 are expected to zoom on up to $20, 400.000.000 this year, according to the U. S. Department of Commerce.",general_business,improve,na,na,vague,hedged,official,na,national,True,na,/service/ndnp/iune/batch_iune_cinnabar_ver01/data/sn82015060/00332897986/1948121101/0113.xml,1948-12-11,"the illinois standard (chicago, ill.) 1948-1949",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default,2.646598383960355,4.2233341886921645,-1.5767358047318094,9.321364493055716,6.086956521739125,-1.0449397150164534,3.7,-0.19999999999999973,-7.851781871621272,-1.6138974502661785,2.376529918129437,-7.851781871621272,78.86359,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Above all, it appeared absolutely definite that, in spite of dwindling sales, no genuine price relief can be expected unless consumers and workers form the biggest people's lobby in history to force the administration to carry through campaign pledges for price control and other anti-inflation measures.",prices,no_change,stable,na,vague,assertive,journalist,na,national,False,unless consumers and workers form a lobby,/service/ndnp/iune/batch_iune_cinnabar_ver01/data/sn82015060/00332897986/1948121101/0113.xml,1948-12-11,"the illinois standard (chicago, ill.) 1948-1949",full_page,flat,down,CPI,0.0,True,,12.0,default,2.646598383960355,4.2233341886921645,-1.5767358047318094,9.321364493055716,6.086956521739125,-1.0449397150164534,3.7,-0.19999999999999973,-7.851781871621272,-1.6138974502661785,2.376529918129437,-7.851781871621272,78.86359,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"They also warn that business might go on a sitdown strike, along the pattern of the 1938 ‘recession,” rather than submit to strong controls.",general_business,worsen,na,na,vague,hedged,expert,na,national,True,if forced to submit to strong controls,/service/ndnp/iune/batch_iune_cinnabar_ver01/data/sn82015060/00332897986/1948121101/0113.xml,1948-12-11,"the illinois standard (chicago, ill.) 1948-1949",full_page,worsen,worsen,INDPRO,1.0,True,,12.0,default,2.646598383960355,4.2233341886921645,-1.5767358047318094,9.321364493055716,6.086956521739125,-1.0449397150164534,3.7,-0.19999999999999973,-7.851781871621272,-1.6138974502661785,2.376529918129437,-7.851781871621272,78.86359,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Already there are strong indications that the great corporations will cut production and employment to keep goods scarce rather than cut prices to expand the market.,employment,worsen,stable,up,vague,hedged,journalist,na,national,False,na,/service/ndnp/iune/batch_iune_cinnabar_ver01/data/sn82015060/00332897986/1948121101/0113.xml,1948-12-11,"the illinois standard (chicago, ill.) 1948-1949",full_page,up,up,UNRATE,1.0,True,,12.0,default,2.646598383960355,4.2233341886921645,-1.5767358047318094,9.321364493055716,6.086956521739125,-1.0449397150164534,3.7,-0.19999999999999973,-7.851781871621272,-1.6138974502661785,2.376529918129437,-7.851781871621272,78.86359,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"“In spite of election year and other agitations, the business outlook for the year is bright.",general_business,improve,na,na,12,assertive,expert,John X' Willys,national,True,na,/service/ndnp/in/batch_in_darrow_ver03/data/sn82015313/00383348778/1924050201/0022.xml,1924-05-02,the indianapolis times (indianapolis [ind.]) 1922-1965,full_page,improve,improve,INDPRO,1.0,True,,12.0,stated,-0.4520248697697779,-2.6538057052714636,2.201780835501686,14.794190104701284,1.7857142857142898,-2.9485049833886836,,,-0.27578599007170435,-5.340314136125649,3.3110726660117553,-12.993262752646775,167.1023,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Conservative optimism should be the keynote of 1930 business,general_business,improve,na,na,12,hedged,expert,John Tainsh,national,True,na,/service/ndnp/in/batch_in_goldman_ver01/data/sn82015313/00383349242/1930021801/0002.xml,1930-02-18,the indianapolis times (indianapolis [ind.]) 1922-1965,full_page,improve,worsen,INDPRO,0.0,True,,12.0,stated,-10.996822317793743,-5.818962606852039,-5.177859710941704,-0.5091262960936793,0.5847953216374144,0.5847953216374144,,,-25.54642906863428,-13.46278317152104,12.469230371941462,-26.203946460604396,105.8541,1,1,1,1,1,1,1,0,0,1,1,1,1,1
the business outlook is brighter than at any time since last summer,general_business,improve,na,na,vague,assertive,expert,F. R. Valpey,national,True,na,/service/ndnp/in/batch_in_goldman_ver01/data/sn82015313/00383349242/1930021801/0002.xml,1930-02-18,the indianapolis times (indianapolis [ind.]) 1922-1965,full_page,improve,worsen,INDPRO,0.0,True,,12.0,default,-10.996822317793743,-5.818962606852039,-5.177859710941704,-0.5091262960936793,0.5847953216374144,0.5847953216374144,,,-25.54642906863428,-13.46278317152104,12.469230371941462,-26.203946460604396,105.8541,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Madame Fraya sees Wall street behaving itself for the rest of 1930.,markets,improve,na,na,vague,assertive,layperson,Madame Fraya,national,True,na,/service/ndnp/in/batch_in_goldman_ver01/data/sn82015313/00383349254/1930041801/0291.xml,1930-04-18,the indianapolis times (indianapolis [ind.]) 1922-1965,full_page,improve,worsen,STOCK,0.0,True,,12.0,default,-11.643434908683927,-7.19361992038259,-4.449814988301338,-1.0982114962270686,-0.5847953216374352,-2.883412770848122,,,-2.058319039451115,-7.664941785252261,12.46059026331931,-21.208776045260112,76.33883,1,1,1,1,1,1,1,0,0,1,1,1,1,1
He is certain that stocks never will rise again to their last year’s levels.,markets,worsen,na,na,vague,assertive,expert,Henry Ford,national,True,na,/service/ndnp/in/batch_in_goldman_ver01/data/sn82015313/0038334928A/1930100601/0580.xml,1930-10-06,the indianapolis times (indianapolis [ind.]) 1922-1965,full_page,worsen,worsen,STOCK,1.0,True,,12.0,default,-12.790580513292937,-22.944752505468788,10.15417199217585,-13.371317674582345,-4.624277456647403,-1.2580754845290683,,,-30.385288966725042,-31.818181818181817,5.007775239912242,-45.14971712432731,77.48701,1,1,1,1,1,1,1,0,0,1,1,1,1,1
‘Statements of leading economists and bankers indicate that every j thing is set for a rapid business recovery.”,general_business,improve,na,na,vague,hedged,layperson,Archibald M. Hall,national,True,na,/service/ndnp/in/batch_in_goldman_ver01/data/sn82015313/00383349291/1930102301/0108.xml,1930-10-23,the indianapolis times (indianapolis [ind.]) 1922-1965,full_page,improve,worsen,INDPRO,0.0,True,,12.0,default,-12.790580513292937,-22.944752505468788,10.15417199217585,-13.371317674582345,-4.624277456647403,-1.2580754845290683,,,-30.385288966725042,-31.818181818181817,5.007775239912242,-45.14971712432731,77.48701,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Republican victory this fall will speed up conditions generally while Democratic success would longer delay this much needed recovery.”,general_business,improve,na,na,vague,assertive,official,James M. Ogden,national,True,Republican victory,/service/ndnp/in/batch_in_goldman_ver01/data/sn82015313/00383349291/1930102301/0108.xml,1930-10-23,the indianapolis times (indianapolis [ind.]) 1922-1965,full_page,improve,worsen,INDPRO,0.0,True,,6.0,inferred_short,-12.790580513292937,-22.944752505468788,10.15417199217585,-13.371317674582345,-4.624277456647403,-1.2580754845290683,,,-30.385288966725042,-31.818181818181817,5.007775239912242,-45.14971712432731,77.48701,1,1,1,1,1,1,1,0,0,1,1,1,1,1
BUSINESS GAIN IS PROMISED,general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/in/batch_in_goldman_ver01/data/sn82015313/00383349291/1930102301/0108.xml,1930-10-23,the indianapolis times (indianapolis [ind.]) 1922-1965,full_page,improve,worsen,INDPRO,0.0,True,,12.0,default,-12.790580513292937,-22.944752505468788,10.15417199217585,-13.371317674582345,-4.624277456647403,-1.2580754845290683,,,-30.385288966725042,-31.818181818181817,5.007775239912242,-45.14971712432731,77.48701,1,1,1,1,1,1,1,0,0,1,1,1,1,1
|G. 0. P. Speakers Insist Prosperity Near.,general_business,improve,na,na,vague,assertive,journalist,na,national,True,na,/service/ndnp/in/batch_in_goldman_ver01/data/sn82015313/00383349291/1930102301/0108.xml,1930-10-23,the indianapolis times (indianapolis [ind.]) 1922-1965,full_page,improve,worsen,INDPRO,0.0,True,,12.0,default,-12.790580513292937,-22.944752505468788,10.15417199217585,-13.371317674582345,-4.624277456647403,-1.2580754845290683,,,-30.385288966725042,-31.818181818181817,5.007775239912242,-45.14971712432731,77.48701,1,1,1,1,1,1,1,0,0,1,1,1,1,1
TREND POINTS TO BUSINESS PICKUP EARLY NEXT YEAR,general_business,improve,na,na,6,assertive,journalist,na,national,False,na,/service/ndnp/in/batch_in_huxley_ver01/data/sn82015313/00383349308/1930120601/0087.xml,1930-12-06,the indianapolis times (indianapolis [ind.]) 1922-1965,full_page,improve,flat,INDPRO,0.0,True,,6.0,stated,-14.682346699677272,-24.561197763965446,9.878851064288174,-16.788914915684824,-4.624277456647403,-1.2580754845290683,,,-29.200082253752825,-30.360032362459542,4.086663967034211,-52.49068580102111,85.87639,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"Prospects oL a substantial business recovery early next year were seen this week in reports of fairly good Christmas retail trade, and efforts on the part of steel producers to place the industry on a profitable basis by inaugurating price advances.",general_business,improve,na,na,6,hedged,journalist,na,national,False,na,/service/ndnp/in/batch_in_huxley_ver01/data/sn82015313/00383349308/1930120601/0087.xml,1930-12-06,the indianapolis times (indianapolis [ind.]) 1922-1965,full_page,improve,flat,INDPRO,0.0,True,,6.0,stated,-14.682346699677272,-24.561197763965446,9.878851064288174,-16.788914915684824,-4.624277456647403,-1.2580754845290683,,,-29.200082253752825,-30.360032362459542,4.086663967034211,-52.49068580102111,85.87639,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"In view of the general belief that business recovery must await the change in the downward trend in commodity prices, it was regarded as a strong possibility that price advances might take place in other commodities.",prices,unclear,up,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/in/batch_in_huxley_ver01/data/sn82015313/00383349308/1930120601/0087.xml,1930-12-06,the indianapolis times (indianapolis [ind.]) 1922-1965,full_page,up,down,CPI,0.0,True,,12.0,default,-14.682346699677272,-24.561197763965446,9.878851064288174,-16.788914915684824,-4.624277456647403,-1.2580754845290683,,,-29.200082253752825,-30.360032362459542,4.086663967034211,-52.49068580102111,85.87639,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"Industrial, railroad and public utility construction programs, however, are not expected to equal the 1930 record during the coming year, according to early reports from industrial heads.",general_business,worsen,na,na,12,hedged,expert,na,national,True,na,/service/ndnp/in/batch_in_huxley_ver01/data/sn82015313/00383349308/1930120601/0087.xml,1930-12-06,the indianapolis times (indianapolis [ind.]) 1922-1965,full_page,worsen,worsen,INDPRO,1.0,True,,12.0,stated,-14.682346699677272,-24.561197763965446,9.878851064288174,-16.788914915684824,-4.624277456647403,-1.2580754845290683,,,-29.200082253752825,-30.360032362459542,4.086663967034211,-52.49068580102111,85.87639,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"On the other hand, a number of corporation heads expect to spend at least as much in 1931 on expansion as they did during 1930.",general_business,no_change,na,na,12,hedged,expert,na,national,True,na,/service/ndnp/in/batch_in_huxley_ver01/data/sn82015313/00383349308/1930120601/0087.xml,1930-12-06,the indianapolis times (indianapolis [ind.]) 1922-1965,full_page,flat,worsen,INDPRO,0.0,True,,12.0,stated,-14.682346699677272,-24.561197763965446,9.878851064288174,-16.788914915684824,-4.624277456647403,-1.2580754845290683,,,-29.200082253752825,-30.360032362459542,4.086663967034211,-52.49068580102111,85.87639,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"It is felt in some quarters that the stock market may be adversely affected darly next year by last quarter industrial reports, which will not become public until late in January.",markets,worsen,na,na,6,hedged,expert,na,national,True,na,/service/ndnp/in/batch_in_huxley_ver01/data/sn82015313/00383349308/1930120601/0087.xml,1930-12-06,the indianapolis times (indianapolis [ind.]) 1922-1965,full_page,worsen,worsen,STOCK,1.0,True,,6.0,stated,-14.682346699677272,-24.561197763965446,9.878851064288174,-16.788914915684824,-4.624277456647403,-1.2580754845290683,,,-29.200082253752825,-30.360032362459542,4.086663967034211,-52.49068580102111,85.87639,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Stock up with goods that will tempt the public and the depression will end of its own accord.,general_business,improve,na,na,vague,assertive,expert,W. S. Knudsen,national,True,stocking up with tempting goods,/service/ndnp/in/batch_in_huxley_ver01/data/sn82015313/00383349308/1930120601/0087.xml,1930-12-06,the indianapolis times (indianapolis [ind.]) 1922-1965,full_page,improve,worsen,INDPRO,0.0,True,,12.0,default,-14.682346699677272,-24.561197763965446,9.878851064288174,-16.788914915684824,-4.624277456647403,-1.2580754845290683,,,-29.200082253752825,-30.360032362459542,4.086663967034211,-52.49068580102111,85.87639,1,1,1,1,1,1,1,0,0,1,1,1,1,1
They practically uniformly ex press confidence that the return of prosperity will be almost as sudden as the coming adversity,general_business,improve,na,na,vague,assertive,expert,na,national,True,na,/service/ndnp/lu/batch_lu_israilov_ver01/data/sn82015387/00202190315/1908030701/0485.xml,1908-03-07,"st. tammany farmer (covington, la.) 1874-current",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,101.9826,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Th? figures on unemployment and employment in March, released Tuesday, indicate a continued deepening of the recession.",general_business,worsen,na,up,vague,assertive,expert,George Meany,national,True,na,/service/ndnp/gu/batch_gu_goblin_ver01/data/sn82015425/00529040982/1958040901/0585.xml,1958-04-09,"atlanta daily world (atlanta, georgia) 1932-current",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default,-10.15918326530241,-11.03028557024019,0.8711023049377804,-6.855996835156845,3.2490974729241957,-1.128956130168007,6.4,2.3000000000000007,0.7939013938382385,-7.935396151786089,2.6177871916477766,-13.162599098398882,53.53402,1,1,1,1,1,1,1,1,1,1,1,1,1,1
